Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,EOQ,std_dev_demand,Lead times,Safety Stock,Total Order Quantity,Forecasted Demand
haircare,SKU99,68.5178327,17,627,7914.629449,Unknown,55,59,6,Carrier B,1.311023756,Supplier 2,Chennai,29,921,2,38.07289852,Fail,0.346027291,Rail,Route B,210.743009,177.05931209625774,0.0,8.0,0,177.05931209625774,"[627, 627, 627, 627, 627, 627, 627, 627, 627, 627, 627, 627]"
cosmetics,SKU38,52.07593068,75,705,8367.645709,Non-binary,69,88,5,Carrier B,9.235931437,Supplier 5,Mumbai,10,841,12,5.930693646,Pending,0.613326899,Air,Route B,339.6728699,187.7498335551859,0.0,1.0,0,187.7498335551859,"[705, 705, 705, 705, 705, 705, 705, 705, 705, 705, 705, 705]"
skincare,SKU3,61.16334302,68,83,6830.941184,Non-binary,23,59,6,Carrier C,1.729568564,Supplier 5,Kolkata,24,937,18,35.6247414,Fail,4.746648621,Rail,Route A,254.7761592,64.42049363362563,0.0,13.0,0,64.42049363362563,"[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83]"
cosmetics,SKU96,24.42313142,29,324,7133.844552,Non-binary,67,32,3,Carrier C,5.352878044,Supplier 3,Mumbai,28,648,28,17.80375633,Pending,3.872047681,Road,Route A,188.7421411,127.27922061357856,0.0,2.0,0,127.27922061357856,"[324, 324, 324, 324, 324, 324, 324, 324, 324, 324, 324, 324]"
skincare,SKU34,37.46759233,96,602,7429.748353,Unknown,1,21,7,Carrier A,1.019487571,Supplier 1,Chennai,4,452,10,10.75427282,Pass,0.646604559,Road,Route B,510.3580004,173.49351572897473,0.0,26.0,0,173.49351572897473,"[602, 602, 602, 602, 602, 602, 602, 602, 602, 602, 602, 602]"
skincare,SKU6,4.078332863,48,65,7173.068095,Male,11,58,8,Carrier C,3.880763303,Supplier 3,Kolkata,14,314,24,1.08506857,Pending,1.000910619,Sea,Route A,134.3690969,57.0087712549569,0.0,15.0,0,57.0087712549569,"[65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65]"
skincare,SKU15,36.98924493,94,469,4855.168465,Non-binary,9,69,7,Carrier B,2.422039723,Supplier 1,Bangalore,14,580,7,97.12128175,Pass,2.264405761,Sea,Route B,127.8618,153.13392831113555,0.0,8.0,0,153.13392831113555,"[469, 469, 469, 469, 469, 469, 469, 469, 469, 469, 469, 469]"
haircare,SKU61,52.0287499,23,117,6072.153917,Unknown,32,36,7,Carrier C,9.030340423,Supplier 4,Kolkata,14,480,12,78.70239397,Fail,4.367470538,Air,Route A,164.3665282,76.48529270389177,0.0,23.0,0,76.48529270389177,"[117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117]"
cosmetics,SKU28,2.397274706,12,394,5879.552976,Female,48,24,4,Carrier B,9.898140508,Supplier 1,Mumbai,13,171,7,59.42938181,Fail,0.815757079,Air,Route A,123.4370275,140.356688476182,0.0,15.0,0,140.356688476182,"[394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394]"
cosmetics,SKU49,78.89791321,19,99,6744.442861,Unknown,97,9,6,Carrier C,2.505621033,Supplier 5,Delhi,28,177,28,14.14781544,Pass,2.825813985,Rail,Route A,336.8901685,70.35623639735144,0.0,24.0,0,70.35623639735144,"[99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99]"
cosmetics,SKU92,47.71423308,44,276,3990.654952,Male,90,10,8,Carrier B,4.469500026,Supplier 2,Mumbai,4,671,29,62.6126904,Pass,0.333431825,Rail,Route B,230.0927825,117.4734012447073,0.0,25.0,0,117.4734012447073,"[276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276]"
haircare,SKU48,76.03554443,28,29,6641.651215,Non-binary,30,9,3,Carrier C,7.095833157,Supplier 2,Mumbai,9,109,18,23.12636358,Fail,1.698112541,Rail,Route B,768.651914,38.07886552931954,0.0,16.0,0,38.07886552931954,"[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]"
cosmetics,SKU49,78.89791321,19,99,6744.442861,Unknown,97,9,6,Carrier C,2.505621033,Supplier 5,Delhi,28,177,28,14.14781544,Pass,2.825813985,Rail,Route A,336.8901685,70.35623639735144,0.0,24.0,0,70.35623639735144,"[99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99]"
haircare,SKU81,72.81920693,9,774,5141.191776,Unknown,48,8,5,Carrier B,4.066277502,Supplier 3,Delhi,28,698,1,19.78959294,Pending,2.547547122,Rail,Route B,276.7783359,196.72315572906,0.0,6.0,0,196.72315572906,"[774, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774, 774]"
cosmetics,SKU88,75.27040698,58,737,8153.513209,Male,60,85,7,Carrier A,3.801253133,Supplier 2,Mumbai,21,953,11,68.18491906,Pending,0.722204402,Sea,Route A,103.916248,191.96353820452467,0.0,18.0,0,191.96353820452467,"[737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737, 737]"
haircare,SKU61,52.0287499,23,117,6072.153917,Unknown,32,36,7,Carrier C,9.030340423,Supplier 4,Kolkata,14,480,12,78.70239397,Fail,4.367470538,Air,Route A,164.3665282,76.48529270389177,0.0,23.0,0,76.48529270389177,"[117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117, 117]"
cosmetics,SKU89,97.76008558,10,134,5688.310198,Unknown,90,27,8,Carrier B,9.929816245,Supplier 1,Kolkata,23,370,11,46.60387338,Pending,1.907665734,Rail,Route B,517.4999739,81.8535277187245,0.0,1.0,0,81.8535277187245,"[134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134, 134]"
cosmetics,SKU59,63.82839835,30,484,2849.261647,Non-binary,100,26,7,Carrier B,7.293722597,Supplier 1,Kolkata,11,176,4,1.900762244,Fail,0.447194015,Air,Route A,312.5742736,155.56349186104046,0.0,16.0,0,155.56349186104046,"[484, 484, 484, 484, 484, 484, 484, 484, 484, 484, 484, 484]"
cosmetics,SKU92,47.71423308,44,276,3990.654952,Male,90,10,8,Carrier B,4.469500026,Supplier 2,Mumbai,4,671,29,62.6126904,Pass,0.333431825,Rail,Route B,230.0927825,117.4734012447073,0.0,25.0,0,117.4734012447073,"[276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276]"
haircare,SKU57,49.26320535,65,227,3752.20514,Unknown,5,51,1,Carrier B,9.160558535,Supplier 2,Delhi,21,588,25,67.77962299,Pending,2.51117483,Rail,Route A,482.1912386,106.53637876331258,0.0,18.0,0,106.53637876331258,"[227, 227, 227, 227, 227, 227, 227, 227, 227, 227, 227, 227]"
haircare,SKU48,76.03554443,28,29,6641.651215,Non-binary,30,9,3,Carrier C,7.095833157,Supplier 2,Mumbai,9,109,18,23.12636358,Fail,1.698112541,Rail,Route B,768.651914,38.07886552931954,0.0,16.0,0,38.07886552931954,"[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]"
cosmetics,SKU21,84.89386898,60,601,6767.691762,Unknown,69,7,6,Carrier B,6.037883769,Supplier 5,Chennai,19,791,4,61.73572895,Pending,0.018607568,Air,Route C,523.3609147,173.34935823359717,0.0,25.0,0,173.34935823359717,"[601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601, 601]"
haircare,SKU54,31.14624316,11,622,6069.7252,Non-binary,33,61,3,Carrier B,4.305103471,Supplier 1,Kolkata,26,497,29,30.18602338,Pass,2.478771976,Road,Route B,814.0699966,176.351920885484,0.0,22.0,0,176.351920885484,"[622, 622, 622, 622, 622, 622, 622, 622, 622, 622, 622, 622]"
cosmetics,SKU94,3.037688725,97,987,7008.619097,Unknown,77,72,9,Carrier B,6.942945942,Supplier 2,Delhi,12,908,14,60.38737861,Pass,1.463607498,Rail,Route B,846.665257,222.14859891523062,0.0,26.0,0,222.14859891523062,"[987, 987, 987, 987, 987, 987, 987, 987, 987, 987, 987, 987]"
haircare,SKU97,3.526111259,56,62,4545.381096,Male,46,4,9,Carrier A,7.904845611,Supplier 4,Mumbai,10,535,13,65.76515593,Fail,3.376237835,Road,Route A,540.1324229,55.67764362830022,0.0,19.0,0,55.67764362830022,"[62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62]"
haircare,SKU43,11.74327178,6,598,6326.302698,Unknown,36,85,9,Carrier B,3.694021268,Supplier 5,Mumbai,1,206,23,26.27736596,Pending,0.372304768,Air,Route A,716.0441198,172.91616465790582,0.0,29.0,0,172.91616465790582,"[598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598]"
haircare,SKU55,79.85505834,16,701,3834.395474,Male,97,11,5,Carrier A,5.014364955,Supplier 2,Delhi,27,918,5,30.32354526,Fail,4.548919659,Sea,Route B,323.012928,187.21645226849054,0.0,11.0,0,187.21645226849054,"[701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701, 701]"
haircare,SKU78,6.306883176,50,946,2897.698075,Unknown,5,51,5,Carrier B,8.467049771,Supplier 5,Mumbai,25,858,21,71.12651472,Pending,4.096881332,Sea,Route C,323.5922034,217.48563170931544,0.0,4.0,0,217.48563170931544,"[946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946, 946]"
haircare,SKU97,3.526111259,56,62,4545.381096,Male,46,4,9,Carrier A,7.904845611,Supplier 4,Mumbai,10,535,13,65.76515593,Fail,3.376237835,Road,Route A,540.1324229,55.67764362830022,0.0,19.0,0,55.67764362830022,"[62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62]"
skincare,SKU42,46.52916761,98,155,3316.769821,Female,22,57,4,Carrier C,7.526248327,Supplier 5,Bangalore,26,179,7,96.42282064,Fail,4.939255289,Road,Route A,635.6571205,88.03408430829505,0.0,27.0,0,88.03408430829505,"[155, 155, 155, 155, 155, 155, 155, 155, 155, 155, 155, 155]"
cosmetics,SKU28,2.397274706,12,394,5879.552976,Female,48,24,4,Carrier B,9.898140508,Supplier 1,Mumbai,13,171,7,59.42938181,Fail,0.815757079,Air,Route A,123.4370275,140.356688476182,0.0,15.0,0,140.356688476182,"[394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394, 394]"
skincare,SKU65,33.69771721,72,457,7344.170065,Male,57,54,8,Carrier C,6.580541348,Supplier 5,Kolkata,16,358,21,1.597222743,Fail,4.911095955,Rail,Route C,555.8591037,151.16216457830973,0.0,24.0,0,151.16216457830973,"[457, 457, 457, 457, 457, 457, 457, 457, 457, 457, 457, 457]"
skincare,SKU63,13.01737679,55,246,4955.009149,Non-binary,54,10,4,Carrier A,2.457933528,Supplier 3,Bangalore,18,736,10,20.07500398,Pending,3.63284329,Sea,Route A,687.2861779,110.90536506409417,0.0,19.0,0,110.90536506409417,"[246, 246, 246, 246, 246, 246, 246, 246, 246, 246, 246, 246]"
cosmetics,SKU50,14.20348426,91,633,5498.975362,Female,31,82,10,Carrier A,6.247860915,Supplier 2,Delhi,20,306,21,45.17875792,Fail,4.754800805,Rail,Route B,496.2486503,177.90446874657195,0.0,23.0,0,177.90446874657195,"[633, 633, 633, 633, 633, 633, 633, 633, 633, 633, 633, 633]"
skincare,SKU16,7.54717211,74,280,6342.539969,Female,2,78,1,Carrier B,4.191324586,Supplier 1,Bangalore,3,399,21,77.1063425,Pass,1.012563089,Air,Route A,865.5257798,118.32159566199232,0.0,5.0,0,118.32159566199232,"[280, 280, 280, 280, 280, 280, 280, 280, 280, 280, 280, 280]"
haircare,SKU68,37.93181238,29,163,3941.427841,Non-binary,0,58,8,Carrier B,1.194251865,Supplier 2,Bangalore,2,375,18,97.11358156,Fail,1.983467872,Rail,Route A,299.7063031,90.27735042633894,0.0,8.0,0,90.27735042633894,"[163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163, 163]"
haircare,SKU99,68.5178327,17,627,7914.629449,Unknown,55,59,6,Carrier B,1.311023756,Supplier 2,Chennai,29,921,2,38.07289852,Fail,0.346027291,Rail,Route B,210.743009,177.05931209625774,0.0,8.0,0,177.05931209625774,"[627, 627, 627, 627, 627, 627, 627, 627, 627, 627, 627, 627]"
skincare,SKU19,51.12387009,100,187,3290.617253,Unknown,48,94,3,Carrier A,4.742635883,Supplier 4,Chennai,20,694,16,82.37332059,Fail,3.646450865,Road,Route C,477.3076311,96.69539802906858,0.0,11.0,0,96.69539802906858,"[187, 187, 187, 187, 187, 187, 187, 187, 187, 187, 187, 187]"
cosmetics,SKU17,81.46253437,82,126,4254.638656,Female,45,85,9,Carrier C,3.585418958,Supplier 1,Chennai,7,453,16,47.67968037,Fail,0.102020755,Air,Route C,670.9343908,79.37253933193772,0.0,17.0,0,79.37253933193772,"[126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126]"
haircare,SKU97,3.526111259,56,62,4545.381096,Male,46,4,9,Carrier A,7.904845611,Supplier 4,Mumbai,10,535,13,65.76515593,Fail,3.376237835,Road,Route A,540.1324229,55.67764362830022,0.0,19.0,0,55.67764362830022,"[62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62]"
cosmetics,SKU29,63.44755919,3,253,7314.748648,Female,45,67,7,Carrier B,8.100973145,Supplier 1,Kolkata,16,329,7,39.29287559,Pass,3.878098937,Road,Route B,764.9353759,112.47221879201993,0.0,5.0,0,112.47221879201993,"[253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253]"
cosmetics,SKU91,62.11196546,90,916,3618.787407,Male,98,85,7,Carrier B,7.471514084,Supplier 4,Delhi,5,207,28,39.7728825,Pending,0.626001858,Rail,Route B,996.778315,214.00934559032697,0.0,22.0,0,214.00934559032697,"[916, 916, 916, 916, 916, 916, 916, 916, 916, 916, 916, 916]"
skincare,SKU36,9.813002579,34,963,6577.221953,Female,18,28,3,Carrier B,2.107951267,Supplier 2,Delhi,26,671,19,45.53136424,Fail,3.805533379,Air,Route C,403.8089742,219.4310825749169,0.0,23.0,0,219.4310825749169,"[963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963, 963]"
cosmetics,SKU23,4.324341186,30,391,7504.334474,Unknown,84,29,7,Carrier A,2.924857601,Supplier 5,Kolkata,11,568,29,98.60995724,Pending,1.342291563,Rail,Route A,196.3294461,139.82131454109563,0.0,5.0,0,139.82131454109563,"[391, 391, 391, 391, 391, 391, 391, 391, 391, 391, 391, 391]"
cosmetics,SKU29,63.44755919,3,253,7314.748648,Female,45,67,7,Carrier B,8.100973145,Supplier 1,Kolkata,16,329,7,39.29287559,Pass,3.878098937,Road,Route B,764.9353759,112.47221879201993,0.0,5.0,0,112.47221879201993,"[253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253, 253]"
skincare,SKU14,99.17132864,26,562,7700.041963,Non-binary,54,78,5,Carrier B,2.039770189,Supplier 1,Kolkata,25,558,14,5.79143663,Pending,0.100682852,Air,Route B,929.23529,167.6305461424021,0.0,29.0,0,167.6305461424021,"[562, 562, 562, 562, 562, 562, 562, 562, 562, 562, 562, 562]"
skincare,SKU42,46.52916761,98,155,3316.769821,Female,22,57,4,Carrier C,7.526248327,Supplier 5,Bangalore,26,179,7,96.42282064,Fail,4.939255289,Road,Route A,635.6571205,88.03408430829505,0.0,27.0,0,88.03408430829505,"[155, 155, 155, 155, 155, 155, 155, 155, 155, 155, 155, 155]"
skincare,SKU75,92.99688423,29,106,3310.943422,Non-binary,16,56,10,Carrier C,2.473897761,Supplier 1,Chennai,25,759,11,48.06478264,Pass,2.030069089,Air,Route C,873.129648,72.80109889280519,0.0,20.0,0,72.80109889280519,"[106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106, 106]"
cosmetics,SKU92,47.71423308,44,276,3990.654952,Male,90,10,8,Carrier B,4.469500026,Supplier 2,Mumbai,4,671,29,62.6126904,Pass,0.333431825,Rail,Route B,230.0927825,117.4734012447073,0.0,25.0,0,117.4734012447073,"[276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276, 276]"
skincare,SKU14,99.17132864,26,562,7700.041963,Non-binary,54,78,5,Carrier B,2.039770189,Supplier 1,Kolkata,25,558,14,5.79143663,Pending,0.100682852,Air,Route B,929.23529,167.6305461424021,0.0,29.0,0,167.6305461424021,"[562, 562, 562, 562, 562, 562, 562, 562, 562, 562, 562, 562]"
haircare,SKU95,77.90392722,65,672,6894.096497,Unknown,15,26,9,Carrier B,8.63033887,Supplier 4,Mumbai,18,450,26,58.89068577,Pending,1.21088213,Air,Route A,778.8642414,183.3030277982336,0.0,14.0,0,183.3030277982336,"[672, 672, 672, 672, 672, 672, 672, 672, 672, 672, 672, 672]"
skincare,SKU69,54.86552852,62,511,3106.09414,Non-binary,95,27,3,Carrier B,9.70528679,Supplier 4,Kolkata,9,862,7,77.62776581,Pending,1.362387989,Air,Route A,207.6632062,159.84367363145782,0.0,1.0,0,159.84367363145782,"[511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511]"
skincare,SKU1,14.84352328,95,736,6930.503675,Female,53,37,2,Carrier A,9.716574771,Supplier 3,Mumbai,23,517,30,33.61676895,Pending,4.854068026,Road,Route B,503.0655791,191.83326093250878,0.0,30.0,0,191.83326093250878,"[736, 736, 736, 736, 736, 736, 736, 736, 736, 736, 736, 736]"
cosmetics,SKU17,81.46253437,82,126,4254.638656,Female,45,85,9,Carrier C,3.585418958,Supplier 1,Chennai,7,453,16,47.67968037,Fail,0.102020755,Air,Route C,670.9343908,79.37253933193772,0.0,17.0,0,79.37253933193772,"[126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126, 126]"
skincare,SKU82,17.03493074,13,336,4932.671716,Unknown,42,72,1,Carrier A,4.708181874,Supplier 2,Mumbai,6,955,26,4.465278435,Pending,4.137877049,Road,Route C,589.9785556,129.6148139681572,0.0,19.0,0,129.6148139681572,"[336, 336, 336, 336, 336, 336, 336, 336, 336, 336, 336, 336]"
haircare,SKU93,69.290831,88,114,4951.815405,Unknown,63,66,1,Carrier C,7.006432059,Supplier 4,Chennai,21,824,20,35.63365234,Fail,4.165781795,Air,Route A,823.5238459,75.49834435270749,0.0,17.0,0,75.49834435270749,"[114, 114, 114, 114, 114, 114, 114, 114, 114, 114, 114, 114]"
skincare,SKU58,59.84156138,81,896,3532.826493,Non-binary,10,44,7,Carrier A,4.938438565,Supplier 3,Delhi,18,396,7,65.04741509,Fail,1.73037472,Road,Route B,110.3643352,211.66010488516724,0.0,5.0,0,211.66010488516724,"[896, 896, 896, 896, 896, 896, 896, 896, 896, 896, 896, 896]"
skincare,SKU58,59.84156138,81,896,3532.826493,Non-binary,10,44,7,Carrier A,4.938438565,Supplier 3,Delhi,18,396,7,65.04741509,Fail,1.73037472,Road,Route B,110.3643352,211.66010488516724,0.0,5.0,0,211.66010488516724,"[896, 896, 896, 896, 896, 896, 896, 896, 896, 896, 896, 896]"
skincare,SKU34,37.46759233,96,602,7429.748353,Unknown,1,21,7,Carrier A,1.019487571,Supplier 1,Chennai,4,452,10,10.75427282,Pass,0.646604559,Road,Route B,510.3580004,173.49351572897473,0.0,26.0,0,173.49351572897473,"[602, 602, 602, 602, 602, 602, 602, 602, 602, 602, 602, 602]"
skincare,SKU67,87.75543235,16,513,8012.834996,Unknown,12,71,9,Carrier C,9.147811545,Supplier 1,Mumbai,10,198,11,7.057876147,Pass,0.131955444,Sea,Route C,169.2718014,160.15617378046966,0.0,9.0,0,160.15617378046966,"[513, 513, 513, 513, 513, 513, 513, 513, 513, 513, 513, 513]"
haircare,SKU43,11.74327178,6,598,6326.302698,Unknown,36,85,9,Carrier B,3.694021268,Supplier 5,Mumbai,1,206,23,26.27736596,Pending,0.372304768,Air,Route A,716.0441198,172.91616465790582,0.0,29.0,0,172.91616465790582,"[598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598]"
cosmetics,SKU27,92.55736081,42,352,3832.783457,Unknown,47,62,8,Carrier C,7.406750953,Supplier 5,Mumbai,25,291,4,10.52824507,Fail,2.864667838,Sea,Route B,762.4591822,132.664991614216,0.0,9.0,0,132.664991614216,"[352, 352, 352, 352, 352, 352, 352, 352, 352, 352, 352, 352]"
skincare,SKU1,14.84352328,95,736,6930.503675,Female,53,37,2,Carrier A,9.716574771,Supplier 3,Mumbai,23,517,30,33.61676895,Pending,4.854068026,Road,Route B,503.0655791,191.83326093250878,0.0,30.0,0,191.83326093250878,"[736, 736, 736, 736, 736, 736, 736, 736, 736, 736, 736, 736]"
haircare,SKU48,76.03554443,28,29,6641.651215,Non-binary,30,9,3,Carrier C,7.095833157,Supplier 2,Mumbai,9,109,18,23.12636358,Fail,1.698112541,Rail,Route B,768.651914,38.07886552931954,0.0,16.0,0,38.07886552931954,"[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29]"
skincare,SKU13,16.16039332,5,249,5084.161318,Male,80,48,9,Carrier A,9.537283061,Supplier 5,Bangalore,23,173,10,97.82905011,Pending,1.63107423,Road,Route B,547.2410052,111.57956802210698,0.0,8.0,0,111.57956802210698,"[249, 249, 249, 249, 249, 249, 249, 249, 249, 249, 249, 249]"
cosmetics,SKU59,63.82839835,30,484,2849.261647,Non-binary,100,26,7,Carrier B,7.293722597,Supplier 1,Kolkata,11,176,4,1.900762244,Fail,0.447194015,Air,Route A,312.5742736,155.56349186104046,0.0,16.0,0,155.56349186104046,"[484, 484, 484, 484, 484, 484, 484, 484, 484, 484, 484, 484]"
cosmetics,SKU50,14.20348426,91,633,5498.975362,Female,31,82,10,Carrier A,6.247860915,Supplier 2,Delhi,20,306,21,45.17875792,Fail,4.754800805,Rail,Route B,496.2486503,177.90446874657195,0.0,23.0,0,177.90446874657195,"[633, 633, 633, 633, 633, 633, 633, 633, 633, 633, 633, 633]"
cosmetics,SKU38,52.07593068,75,705,8367.645709,Non-binary,69,88,5,Carrier B,9.235931437,Supplier 5,Mumbai,10,841,12,5.930693646,Pending,0.613326899,Air,Route B,339.6728699,187.7498335551859,0.0,1.0,0,187.7498335551859,"[705, 705, 705, 705, 705, 705, 705, 705, 705, 705, 705, 705]"
skincare,SKU42,46.52916761,98,155,3316.769821,Female,22,57,4,Carrier C,7.526248327,Supplier 5,Bangalore,26,179,7,96.42282064,Fail,4.939255289,Road,Route A,635.6571205,88.03408430829505,0.0,27.0,0,88.03408430829505,"[155, 155, 155, 155, 155, 155, 155, 155, 155, 155, 155, 155]"
skincare,SKU67,87.75543235,16,513,8012.834996,Unknown,12,71,9,Carrier C,9.147811545,Supplier 1,Mumbai,10,198,11,7.057876147,Pass,0.131955444,Sea,Route C,169.2718014,160.15617378046966,0.0,9.0,0,160.15617378046966,"[513, 513, 513, 513, 513, 513, 513, 513, 513, 513, 513, 513]"
skincare,SKU6,4.078332863,48,65,7173.068095,Male,11,58,8,Carrier C,3.880763303,Supplier 3,Kolkata,14,314,24,1.08506857,Pending,1.000910619,Sea,Route A,134.3690969,57.0087712549569,0.0,15.0,0,57.0087712549569,"[65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65]"
cosmetics,SKU7,42.95838438,59,426,7253.472648,Female,93,11,1,Carrier B,2.348338784,Supplier 4,Bangalore,22,564,1,99.4661086,Fail,0.398177187,Road,Route C,802.0563118,145.94519519326425,0.0,17.0,0,145.94519519326425,"[426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426, 426]"
cosmetics,SKU35,84.95778682,11,449,6213.500476,Female,42,85,8,Carrier C,5.28818999,Supplier 1,Delhi,3,367,2,58.00478704,Pass,0.541154098,Sea,Route C,553.4204712,149.83324063771698,0.0,27.0,0,149.83324063771698,"[449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449, 449]"
skincare,SKU32,79.20993602,43,781,8086.011975,Unknown,89,64,4,Carrier C,6.599104901,Supplier 3,Kolkata,30,737,7,29.69246715,Pass,1.946036119,Road,Route A,761.1739095,197.61072845369503,0.0,13.0,0,197.61072845369503,"[781, 781, 781, 781, 781, 781, 781, 781, 781, 781, 781, 781]"
skincare,SKU15,36.98924493,94,469,4855.168465,Non-binary,9,69,7,Carrier B,2.422039723,Supplier 1,Bangalore,14,580,7,97.12128175,Pass,2.264405761,Sea,Route B,127.8618,153.13392831113555,0.0,8.0,0,153.13392831113555,"[469, 469, 469, 469, 469, 469, 469, 469, 469, 469, 469, 469]"
skincare,SKU16,7.54717211,74,280,6342.539969,Female,2,78,1,Carrier B,4.191324586,Supplier 1,Bangalore,3,399,21,77.1063425,Pass,1.012563089,Air,Route A,865.5257798,118.32159566199232,0.0,5.0,0,118.32159566199232,"[280, 280, 280, 280, 280, 280, 280, 280, 280, 280, 280, 280]"
cosmetics,SKU91,62.11196546,90,916,3618.787407,Male,98,85,7,Carrier B,7.471514084,Supplier 4,Delhi,5,207,28,39.7728825,Pending,0.626001858,Rail,Route B,996.778315,214.00934559032697,0.0,22.0,0,214.00934559032697,"[916, 916, 916, 916, 916, 916, 916, 916, 916, 916, 916, 916]"
haircare,SKU84,89.10436729,99,618,3278.176155,Unknown,73,80,10,Carrier A,8.381615625,Supplier 5,Chennai,24,589,22,33.80863651,Pass,4.843456577,Air,Route B,465.457006,175.78395831246945,0.0,26.0,0,175.78395831246945,"[618, 618, 618, 618, 618, 618, 618, 618, 618, 618, 618, 618]"
cosmetics,SKU71,6.381533163,14,637,7153.371974,Female,76,26,6,Carrier A,9.228190317,Supplier 2,Bangalore,2,258,10,30.66167748,Pending,2.078750608,Road,Route A,405.1670679,178.46568297574746,0.0,2.0,0,178.46568297574746,"[637, 637, 637, 637, 637, 637, 637, 637, 637, 637, 637, 637]"
skincare,SKU52,98.03182966,1,820,8279.092928,Male,64,11,1,Carrier B,8.63105218,Supplier 1,Mumbai,10,727,27,9.166849149,Pending,2.122471619,Air,Route C,602.8984988,202.48456731316588,0.0,11.0,0,202.48456731316588,"[820, 820, 820, 820, 820, 820, 820, 820, 820, 820, 820, 820]"
skincare,SKU34,37.46759233,96,602,7429.748353,Unknown,1,21,7,Carrier A,1.019487571,Supplier 1,Chennai,4,452,10,10.75427282,Pass,0.646604559,Road,Route B,510.3580004,173.49351572897473,0.0,26.0,0,173.49351572897473,"[602, 602, 602, 602, 602, 602, 602, 602, 602, 602, 602, 602]"
cosmetics,SKU49,78.89791321,19,99,6744.442861,Unknown,97,9,6,Carrier C,2.505621033,Supplier 5,Delhi,28,177,28,14.14781544,Pass,2.825813985,Rail,Route A,336.8901685,70.35623639735144,0.0,24.0,0,70.35623639735144,"[99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99, 99]"
haircare,SKU43,11.74327178,6,598,6326.302698,Unknown,36,85,9,Carrier B,3.694021268,Supplier 5,Mumbai,1,206,23,26.27736596,Pending,0.372304768,Air,Route A,716.0441198,172.91616465790582,0.0,29.0,0,172.91616465790582,"[598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598]"
cosmetics,SKU71,6.381533163,14,637,7153.371974,Female,76,26,6,Carrier A,9.228190317,Supplier 2,Bangalore,2,258,10,30.66167748,Pending,2.078750608,Road,Route A,405.1670679,178.46568297574746,0.0,2.0,0,178.46568297574746,"[637, 637, 637, 637, 637, 637, 637, 637, 637, 637, 637, 637]"
skincare,SKU69,54.86552852,62,511,3106.09414,Non-binary,95,27,3,Carrier B,9.70528679,Supplier 4,Kolkata,9,862,7,77.62776581,Pending,1.362387989,Air,Route A,207.6632062,159.84367363145782,0.0,1.0,0,159.84367363145782,"[511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511, 511]"
